882,562,139,409,238,672,9.131431579589844e-05
883,562,139,408,238,672,0.036376237869262695
882,562,140,408,238,672,0.07347798347473145
882,563,139,409,238,672,0.11031770706176758
882,562,139,410,238,672,0.14697766304016113
882,562,139,409,238,672,0.1835176944732666
882,562,139,409,238,672,0.21998333930969238
881,560,139,408,238,672,0.2569234371185303
882,560,139,408,238,672,0.2938055992126465
883,560,139,407,238,672,0.3305058479309082
882,560,139,405,238,672,0.3668060302734375
882,560,142,406,238,672,0.4034004211425781
882,560,142,406,238,672,0.43998217582702637
882,560,142,406,238,672,0.4768190383911133
882,560,142,405,238,672,0.513359785079956
882,556,142,406,238,672,0.5497143268585205
882,553,142,406,238,672,0.5858490467071533
882,552,142,406,238,671,0.6220903396606445
883,547,142,405,238,672,0.6584045886993408
882,542,142,406,238,672,0.697380542755127
882,538,142,406,238,672,0.7355072498321533
882,533,142,405,239,672,0.7727763652801514
883,532,142,402,243,671,0.8100924491882324
882,530,142,399,250,671,0.8474600315093994
883,530,142,391,259,670,0.8848636150360107
883,531,142,383,268,670,0.9224860668182373
883,531,142,372,280,670,0.9606709480285645
883,533,142,359,290,670,0.9988477230072021
883,533,142,348,302,670,1.0364832878112793
883,538,142,336,311,670,1.0736918449401855
883,541,142,325,323,671,1.1106300354003906
883,543,142,309,334,671,1.1480309963226318
883,546,142,295,345,671,1.185781478881836
883,548,142,282,359,671,1.2237231731414795
882,548,142,268,369,671,1.2639882564544678
882,549,142,254,382,671,1.3015851974487305
882,549,142,238,392,671,1.3392083644866943
882,549,142,223,403,671,1.376746654510498
882,549,142,207,414,671,1.4145619869232178
882,548,142,191,425,671,1.4526305198669434
882,548,142,176,434,671,1.4899005889892578
882,548,142,161,444,671,1.5272810459136963
882,546,142,147,453,671,1.564774751663208
882,547,147,132,460,671,1.6026008129119873
882,547,151,118,467,671,1.641423225402832
883,548,157,106,475,671,1.679548978805542
883,548,164,92,479,671,1.7169911861419678
883,548,172,78,486,671,1.754483938217163
883,548,179,66,490,671,1.7921960353851318
883,549,186,55,497,671,1.8293862342834473
883,551,193,46,500,671,1.866781234741211
886,552,201,37,506,670,1.9041118621826172
886,552,209,31,510,671,1.9418137073516846
886,552,218,27,516,671,1.9792656898498535
886,552,223,25,521,670,2.017012119293213
886,552,229,23,527,670,2.0545718669891357
886,551,237,23,533,670,2.0922117233276367
886,549,245,23,538,671,2.129713773727417
885,549,251,23,542,670,2.167410135269165
889,548,257,23,545,670,2.203561782836914
891,548,262,23,550,670,2.239570140838623
896,548,268,23,553,670,2.2756264209747314
902,548,272,24,554,670,2.311583995819092
910,548,277,23,558,670,2.347655773162842
915,548,280,24,560,670,2.383655071258545
921,548,283,23,562,670,2.4196903705596924
928,548,287,23,564,670,2.4555985927581787
933,548,291,24,565,670,2.491701602935791
942,548,295,24,566,670,2.5276572704315186
948,548,302,23,567,670,2.563715934753418
953,549,305,23,569,670,2.599774122238159
958,549,313,23,570,670,2.6358442306518555
963,552,321,24,572,670,2.6732006072998047
967,552,,23,576,670,2.7126100063323975
969,552,332,24,577,670,2.7531890869140625
972,552,337,24,583,670,2.789334297180176
975,552,343,23,586,670,2.825592517852783
