499,585,141,463,890,548,0.0002429485321044922
499,585,141,463,889,548,0.04441213607788086
499,585,141,464,889,548,0.09104180335998535
499,585,141,462,890,548,0.12996959686279297
499,585,141,463,889,548,0.16861701011657715
499,584,141,463,890,548,0.20585083961486816
499,585,142,463,890,548,0.24233675003051758
499,585,142,464,889,548,0.2786977291107178
499,585,143,464,889,548,0.31498098373413086
498,584,143,462,889,548,0.3513925075531006
499,585,143,462,889,548,0.3879694938659668
499,585,144,464,888,548,0.4243602752685547
498,585,147,462,888,548,0.46061277389526367
498,585,148,463,888,548,0.49691009521484375
498,585,151,465,886,548,0.533203125
498,584,153,463,881,548,0.569568395614624
498,584,160,463,874,548,0.6060984134674072
498,585,165,464,865,548,0.6423194408416748
498,585,171,464,856,548,0.6786887645721436
498,585,178,465,848,548,0.7150306701660156
498,584,186,465,837,548,0.751636266708374
498,585,195,464,828,548,0.788250207901001
498,585,206,465,820,548,0.8246021270751953
498,584,219,464,813,548,0.8611044883728027
498,585,233,464,805,548,0.9003515243530273
498,586,249,462,798,548,0.9395248889923096
498,586,261,462,791,548,0.9788177013397217
498,590,273,462,782,548,1.0154635906219482
498,591,286,462,774,548,1.052140712738037
498,596,301,463,765,548,1.088580846786499
498,599,316,464,758,548,1.1249186992645264
499,606,333,463,748,548,1.1612021923065186
499,609,350,465,739,548,1.1974050998687744
499,617,370,464,729,548,1.233933687210083
499,625,396,465,719,548,1.27020263671875
499,633,418,464,712,548,1.3128478527069092
499,641,443,465,705,548,1.3503634929656982
499,650,464,465,696,548,1.3866419792175293
499,660,487,465,690,548,1.4228887557983398
499,666,508,465,683,548,1.4590725898742676
499,672,528,466,678,548,1.4952824115753174
499,682,547,469,672,548,1.5314273834228516
499,686,564,473,668,548,1.5678634643554688
499,693,577,476,666,548,1.6041033267974854
499,695,588,478,664,548,1.6404337882995605
499,699,599,478,664,548,1.677025318145752
499,701,607,478,665,548,1.716648817062378
499,701,613,479,665,548,1.7562627792358398
499,701,620,479,667,548,1.7947001457214355
499,701,625,479,670,548,1.8309340476989746
499,701,632,479,672,548,1.8671257495880127
499,701,639,478,678,548,1.9034581184387207
499,704,643,478,686,548,1.940037727355957
499,706,651,479,694,548,1.9763648509979248
499,709,654,478,703,548,2.012495756149292
499,709,657,478,711,548,2.04864501953125
499,709,660,479,718,548,2.085015296936035
499,710,663,478,722,548,2.1211938858032227
499,710,664,478,727,548,2.1574196815490723
499,712,666,479,729,548,2.1936254501342773
499,712,665,478,727,548,2.229895830154419
499,712,666,479,727,548,2.2661473751068115
499,712,666,479,727,548,2.30241322517395
499,715,666,479,727,548,2.3386542797088623
499,716,666,479,727,548,2.374960422515869
499,716,666,478,727,548,2.4110865592956543
499,716,666,478,725,548,2.447197198867798
499,716,666,478,721,548,2.483915328979492
498,718,666,478,716,548,2.5236222743988037
499,718,665,478,709,548,2.5633599758148193
499,719,666,478,703,548,2.601860761642456
499,720,666,478,697,548,2.6381638050079346
499,721,667,478,694,548,2.674431562423706
499,720,667,478,691,548,2.7106173038482666
499,721,668,478,690,548,2.746800422668457
499,721,668,478,689,548,2.7830827236175537
499,721,668,478,685,548,2.8196210861206055
499,723,667,478,684,549,2.858733654022217
499,725,667,478,683,549,2.895250082015991
499,726,664,478,681,549,2.9327774047851562
498,727,664,478,678,550,2.9696743488311768
498,727,664,474,677,550,3.006819725036621
497,729,664,468,673,550,3.043663740158081
498,733,664,461,672,549,3.080866813659668
498,734,664,457,669,550,3.118208169937134
498,738,664,455,664,553,3.155095100402832
498,739,664,454,656,556,3.191875696182251
498,739,664,452,651,562,3.228907823562622
497,740,663,451,641,566,3.266566038131714
498,741,664,450,631,575,3.3049256801605225
498,743,664,449,623,582,3.3456971645355225
498,744,664,448,616,586,3.3858437538146973
498,750,664,448,615,591,3.423927068710327
497,755,668,448,616,594,3.4601635932922363
497,762,669,447,620,594,3.4969115257263184
497,771,673,446,625,594,3.5340089797973633
498,780,678,449,627,594,3.570683240890503
498,787,684,451,629,592,3.6077449321746826
498,793,689,451,628,592,3.6446902751922607
498,798,692,451,626,592,3.681770086288452
498,802,694,454,622,592,3.7190752029418945
498,805,694,454,618,594,3.756279945373535
497,805,694,456,616,594,3.7930855751037598
498,808,694,456,616,594,3.8301808834075928
498,814,694,456,616,594,3.8677492141723633
498,820,694,457,618,594,3.9045658111572266
497,829,697,457,620,594,3.9418156147003174
497,834,700,457,624,594,3.979140520095825
498,841,708,457,629,594,4.016652345657349
497,848,721,456,632,594,4.054003953933716
497,857,736,455,635,594,4.091660976409912
498,868,754,456,637,593,4.132613658905029
497,880,770,457,635,592,4.175137519836426
498,888,785,456,630,592,4.213677406311035
498,895,799,456,624,592,4.251462459564209
498,899,808,455,613,592,4.2893149852752686
498,899,812,455,602,592,4.327303647994995
498,897,811,456,587,594,4.364948511123657
498,893,806,455,576,594,4.402606248855591
498,889,801,455,565,594,4.439786911010742
498,880,791,456,559,594,4.4761974811553955
498,870,778,456,555,594,4.5125603675842285
498,857,761,457,555,594,4.548912763595581
498,842,743,455,559,594,4.585312604904175
498,826,721,455,562,594,4.621669292449951
497,806,696,456,566,594,4.658178091049194
498,788,672,457,575,595,4.694509029388428
498,772,645,457,584,594,4.730807781219482
497,758,620,457,595,595,4.767198085784912
497,742,595,457,607,594,4.8034844398498535
498,728,573,457,621,595,4.8400187492370605
498,717,553,457,635,594,4.876246690750122
497,709,534,457,652,594,4.914460897445679
497,700,517,457,666,594,4.953306674957275
497,694,502,457,679,594,4.992354869842529
498,690,490,457,691,594,5.029495716094971
