489,492,135,571,807,521,0.0002148151397705078
489,492,135,570,808,521,0.03762054443359375
489,492,135,571,808,521,0.07928276062011719
489,490,135,571,808,521,0.11933422088623047
489,489,135,570,808,521,0.1597745418548584
489,489,135,571,808,521,0.19676423072814941
489,487,135,571,808,521,0.23425531387329102
489,484,135,571,808,521,0.2711477279663086
489,481,135,571,808,521,0.3077821731567383
489,478,135,571,808,521,0.3443596363067627
490,475,135,571,808,521,0.38111281394958496
489,473,135,571,808,521,0.41771483421325684
490,471,135,571,808,521,0.4542546272277832
489,471,135,571,807,521,0.49086618423461914
490,471,135,571,808,521,0.5273737907409668
494,471,135,570,808,521,0.5639643669128418
497,470,135,570,808,521,0.6003386974334717
504,470,135,571,808,521,0.6367008686065674
516,470,135,570,808,521,0.6730287075042725
530,471,135,571,808,521,0.709646463394165
548,471,135,571,808,521,0.7461490631103516
565,473,135,571,808,521,0.782602071762085
584,472,135,570,808,521,0.819075345993042
604,472,135,570,808,521,0.8554818630218506
625,470,135,570,808,521,0.8947479724884033
645,470,135,570,808,521,0.936152458190918
663,468,135,568,808,521,0.9766440391540527
677,467,135,567,808,521,1.0139751434326172
690,467,135,566,808,521,1.0504796504974365
701,466,135,566,808,521,1.086803913116455
712,466,135,567,808,521,1.1231951713562012
716,462,135,567,808,521,1.1598470211029053
720,460,135,568,808,521,1.196286678314209
720,459,135,571,804,521,1.2327280044555664
721,460,135,568,804,521,1.2691760063171387
718,460,135,566,804,521,1.3056447505950928
713,460,135,563,805,521,1.3422443866729736
704,460,135,555,806,521,1.3786909580230713
693,461,135,547,808,521,1.415111780166626
678,461,135,538,808,521,1.451634168624878
663,461,135,526,808,521,1.4879751205444336
647,461,135,514,808,521,1.5244221687316895
631,462,135,504,808,521,1.5608007907867432
611,464,135,495,808,521,1.5973796844482422
595,465,135,489,808,521,1.6340410709381104
576,467,135,481,808,521,1.6725375652313232
557,470,135,473,808,521,1.714406967163086
538,473,135,467,808,521,1.7538549900054932
517,475,135,464,809,521,1.7925212383270264
499,476,135,459,809,521,1.8296875953674316
485,477,135,457,809,522,1.866356611251831
473,477,135,457,808,521,1.9029381275177002
465,477,135,457,808,521,1.939401626586914
461,477,135,459,809,521,1.9761245250701904
461,476,135,464,809,521,2.0127227306365967
460,477,135,468,808,523,2.049250602722168
461,477,135,476,808,523,2.0860016345977783
462,476,135,483,808,521,2.1224608421325684
465,476,135,490,808,521,2.159078598022461
473,479,135,500,806,521,2.195659875869751
489,479,135,511,805,521,2.2323296070098877
513,481,135,521,804,521,2.2689623832702637
542,481,135,530,804,522,2.3055202960968018
576,482,135,537,804,521,2.3423023223876953
608,484,135,542,804,521,2.3789007663726807
641,487,135,547,804,521,2.415522575378418
671,487,135,548,804,521,2.4522933959960938
698,489,135,550,804,521,2.4888195991516113
726,489,135,552,804,521,2.5254342555999756
749,488,135,552,804,521,2.5621790885925293
765,489,135,552,804,521,2.5988314151763916
777,489,135,552,804,521,2.6354820728302
780,489,135,552,804,521,2.672320604324341
777,490,135,552,804,521,2.708972930908203
774,492,135,552,804,521,2.745514392852783
768,492,135,552,804,521,2.7822799682617188
761,492,135,552,804,521,2.818875551223755
744,492,135,552,804,521,2.855372905731201
727,489,135,552,804,521,2.8921735286712646
706,489,135,553,804,521,2.9287095069885254
681,488,135,552,804,521,2.965270519256592
655,489,135,553,804,521,3.0018796920776367
625,489,135,554,804,521,3.038304567337036
592,490,135,554,804,521,3.0750086307525635
562,492,135,554,804,521,3.1116926670074463
527,492,135,554,804,521,3.148263692855835
495,492,135,554,804,521,3.185670852661133
462,493,135,554,804,521,3.22383713722229
432,494,135,554,804,521,3.260272979736328
402,497,135,554,805,521,3.2969536781311035
372,500,135,554,806,521,3.333448648452759
343,504,135,554,808,521,3.3701653480529785
318,511,135,554,808,521,3.4069507122039795
294,517,135,554,808,521,3.4435830116271973
272,526,135,554,808,521,3.480283260345459
254,533,135,554,808,521,3.516822576522827
237,540,135,555,808,521,3.5533926486968994
222,547,135,554,808,521,3.5900723934173584
207,552,135,554,808,521,3.626638174057007
195,555,135,554,808,521,3.663240909576416
183,557,135,554,808,521,3.700134754180908
170,558,135,554,808,521,3.736684560775757
157,560,135,554,808,521,3.7731564044952393
142,560,135,557,808,521,3.809953451156616
126,561,135,562,804,521,3.846813678741455
107,561,135,566,804,521,3.883300304412842
89,560,135,571,804,521,3.919985771179199
73,561,135,578,804,521,3.956465244293213
55,562,135,584,804,521,3.9929959774017334
39,562,135,588,804,521,4.029541015625
21,562,135,591,804,521,4.066118955612183
9,562,135,595,804,521,4.102666139602661
65532,562,135,595,804,521,4.139136075973511
65522,560,135,596,804,521,4.175719976425171
65514,558,135,595,804,521,4.212314605712891
65510,556,135,595,804,521,4.248881816864014
65513,556,135,595,804,521,4.28546929359436
65513,557,135,595,804,521,4.322168588638306
65515,556,135,596,804,521,4.358720302581787
65518,555,135,598,804,521,4.395249605178833
65526,555,135,601,804,521,4.432031869888306
0,552,135,606,804,521,4.468595266342163
19,547,135,612,804,521,4.505009889602661
41,541,135,620,804,521,4.541661024093628
66,532,135,631,804,521,4.578303575515747
88,520,135,641,805,521,4.614890098571777
112,508,135,652,806,521,4.651460409164429
134,495,135,663,806,521,4.688223361968994
155,478,135,672,806,521,4.726395845413208
177,465,135,680,805,521,4.766957521438599
197,454,135,685,805,521,4.803596019744873
215,444,135,690,804,521,4.840202331542969
229,434,135,693,804,521,4.876700401306152
238,430,135,693,804,521,4.913252353668213
249,427,135,694,804,521,4.949920415878296
258,427,135,694,804,521,4.986408948898315
267,426,135,693,804,521,5.02286696434021
278,427,135,694,804,521,5.059429168701172
286,428,135,693,804,521,5.096240997314453
296,429,135,693,804,521,5.13277792930603
305,429,135,693,804,521,5.169336318969727
310,429,135,691,804,521,5.205954551696777
316,431,135,685,804,521,5.242559194564819
316,435,135,674,804,521,5.280712366104126
316,443,135,661,805,521,5.317059278488159
318,451,135,641,807,521,5.353594779968262
324,457,135,620,808,521,5.390137195587158
332,461,135,595,808,521,5.426512241363525
345,465,135,567,808,521,5.462953090667725
363,469,135,541,808,521,5.499365329742432
381,473,135,515,808,521,5.535887718200684
408,476,135,489,808,521,5.572118282318115
434,480,135,464,808,521,5.608683109283447
462,482,135,440,808,521,5.6451029777526855
